source,target,edge_type,weight,count,containment_connectivity,cooccurrence_connectivity,structural_connectivity
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__schema,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__date_of_beginning_of_chemotherapy,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components__date_of_discharge,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components__reason_for_discharge,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Problem,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Secondary_Diagnosis,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Associated_causes,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Invaded_regional_linphonodes,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Clinical_(cTNM),containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Clinical_(cTNM),Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Clinical_(cTNM)__Clinical_staging,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM),containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM),Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM)__Histopathological_grading_(G),containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM),Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM)__date_of_pathological_identification,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__topography,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list__Procedure,containment,1.0,1,1.0,0.0,1.0
Hospitalisation,Hospitalisation__Admin_Entry:_Patient_discharge,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_discharge,Hospitalisation__Admin_Entry:_Patient_discharge__Components,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_discharge__Components,Hospitalisation__Admin_Entry:_Patient_discharge__Components__date_of_discharge,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_discharge__Components,Hospitalisation__Admin_Entry:_Patient_discharge__Components__hospital_infection,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_discharge__Components,Hospitalisation__Admin_Entry:_Patient_discharge__Components__claim_reason,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_discharge__Components,Hospitalisation__Admin_Entry:_Patient_discharge__Components__death_indicator,containment,1.0,1,1.0,0.0,1.0
Hospitalisation,Hospitalisation__Admin_Entry:_Authorization_for_hospital_admission,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Authorization_for_hospital_admission,Hospitalisation__Admin_Entry:_Authorization_for_hospital_admission__Components,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Authorization_for_hospital_admission__Components,Hospitalisation__Admin_Entry:_Authorization_for_hospital_admission__Components__Issue_date,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Authorization_for_hospital_admission__Components,Hospitalisation__Admin_Entry:_Authorization_for_hospital_admission__Components__ICU_-_Total,containment,1.0,1,1.0,0.0,1.0
Hospitalisation,Hospitalisation__Admin_Entry:_Patient_admission,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission,Hospitalisation__Admin_Entry:_Patient_admission__Tree,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Patient_class,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location__Facility,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location__Facility,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location__Facility__Universal_ID,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location__Address,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location__Address,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Assigned_patient_location__Address__State_province,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Admission_type,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Hospital_service,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Admin_Entry:_Patient_admission__Tree,Hospitalisation__Admin_Entry:_Patient_admission__Tree__Admit_date_time,containment,1.0,1,1.0,0.0,1.0
Hospitalisation,Hospitalisation__Evaluation:_Problem_Diagnosis,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Evaluation:_Problem_Diagnosis,Hospitalisation__Evaluation:_Problem_Diagnosis__structure,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Evaluation:_Problem_Diagnosis__structure,Hospitalisation__Evaluation:_Problem_Diagnosis__structure__Problem,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Evaluation:_Problem_Diagnosis__structure,Hospitalisation__Evaluation:_Problem_Diagnosis__structure__Secondary_Diagnosis,containment,1.0,1,1.0,0.0,1.0
Hospitalisation,Hospitalisation__Action:_Procedure_undertaken,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Action:_Procedure_undertaken,Hospitalisation__Action:_Procedure_undertaken__Procedure_list,containment,1.0,1,1.0,0.0,1.0
Hospitalisation__Action:_Procedure_undertaken__Procedure_list,Hospitalisation__Action:_Procedure_undertaken__Procedure_list__Procedure,containment,1.0,1,1.0,0.0,1.0
Demographic_data,Demographic_data__Admin_Entry:_Demographic_data,containment,1.0,1,1.0,0.0,1.0
Demographic_data__Admin_Entry:_Demographic_data,Demographic_data__Admin_Entry:_Demographic_data__components,containment,1.0,1,1.0,0.0,1.0
Demographic_data__Admin_Entry:_Demographic_data__components,Demographic_data__Admin_Entry:_Demographic_data__components__birth_date,containment,1.0,1,1.0,0.0,1.0
Demographic_data__Admin_Entry:_Demographic_data__components,Demographic_data__Admin_Entry:_Demographic_data__components__gender,containment,1.0,1,1.0,0.0,1.0
Demographic_data__Admin_Entry:_Demographic_data__components,Demographic_data__Admin_Entry:_Demographic_data__components__race,containment,1.0,1,1.0,0.0,1.0
Demographic_data__Admin_Entry:_Demographic_data__components,Demographic_data__Admin_Entry:_Demographic_data__components__ethnic_group,containment,1.0,1,1.0,0.0,1.0
Demographic_data__Admin_Entry:_Demographic_data__components,Demographic_data__Admin_Entry:_Demographic_data__components__educational_level,containment,1.0,1,1.0,0.0,1.0
Demographic_data__Admin_Entry:_Demographic_data__components,Demographic_data__Admin_Entry:_Demographic_data__components__nationality,containment,1.0,1,1.0,0.0,1.0
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list__Procedure,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list__Procedure,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__State,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__State,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__healthcare_unit,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__healthcare_unit,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__issue_date,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__issue_date,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__patient_age,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__patient_age,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__reason_for_encounter,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data__reason_for_encounter,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__date_of_beginning_of_chemotherapy,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__date_of_beginning_of_chemotherapy,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__duration_of_treatment,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__duration_of_treatment,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__schema,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__chemotherapy__schema,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components__date_of_discharge,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components__date_of_discharge,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components__reason_for_discharge,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_Patient_discharge__Components__reason_for_discharge,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Associated_causes,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Associated_causes,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Invaded_regional_linphonodes,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Invaded_regional_linphonodes,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Problem,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Problem,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Secondary_Diagnosis,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Secondary_Diagnosis,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Clinical_(cTNM),cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Clinical_(cTNM),Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Clinical_(cTNM)__Clinical_staging,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Clinical_(cTNM)__Clinical_staging,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM),cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM),Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM)__Histopathological_grading_(G),cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM)__Histopathological_grading_(G),Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM)__date_of_pathological_identification,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__Pathological_(pTNM)__date_of_pathological_identification,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures,Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__topography,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Evaluation:_Problem_Diagnosis__structure__Tumour_-_TNM_Cancer_staging__topography,Outpatient_high_complexity_procedures,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list__Procedure,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken__Procedure_list__Procedure,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
Outpatient_high_complexity_procedures__Admin_Entry:_HCPA__components__General_data,Outpatient_high_complexity_procedures__Action:_Procedure_undertaken,cooccurrence,0.3333333333333333,25,0.0,0.3333333333333333,0.3333333333333333
